priority_rank_global,priority_rank_region,region,OBJECTID,road_name,road_class,land_use,archetype,latitude,longitude,posted_limit_kmh,speed_85th_pct_kmh,safe_system_threshold_kmh,speed_excess_kmh,pct_vehicles_over_limit,final_score,final_grade,score_ci_low,score_ci_high,score_std,grade_uncertain,nilsson_fatality_reduction_pct,economic_benefit_usd_annual,economic_benefit_m_annual,impact_efficiency_index,vlm_pedestrian_infra,vlm_cyclist_infra,vlm_roadside_activity,vlm_vru_exposure,vlm_road_condition,vlm_signage_quality,yolo_pedestrian_count,yolo_moto_count,yolo_vru_ratio,primary_intervention,secondary_intervention
1315.0000,1268.0000,Thailand,36687,Outer Ring Road,primary,URBAN,Urban Speedway,18.8638,98.9834,90.0000,100.0000,50.0000,50.0000,35.0000,60.8200,D,57.0800,64.5600,1.9100,False,93.8000,3869418,3.8690,1884762.7900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1325.0000,1278.0000,Thailand,42668, ,secondary,URBAN,Urban Speedway,13.7724,99.9133,90.0000,100.0000,40.0000,60.0000,37.5000,67.9300,D,60.4000,75.4600,3.8400,True,97.4000,2525390,2.5250,1859639.1800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1332.0000,1284.0000,Thailand,52299, ,secondary,URBAN,Urban Speedway,14.8469,102.0880,80.0000,97.0000,40.0000,57.0000,55.0000,65.9100,D,56.1500,75.6700,4.9800,False,97.1000,2714143,2.7140,1842595.3800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1341.0000,1293.0000,Thailand,51189, ,secondary,URBAN,Urban Speedway,14.6224,101.4076,80.0000,94.0000,40.0000,54.0000,50.0000,64.1800,D,57.7800,70.5800,3.2700,False,96.7000,2514003,2.5140,1824385.3400,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1378.0000,1328.0000,Thailand,55550,Thinanon Road,primary,URBAN,Urban Speedway,16.5727,103.6642,90.0000,110.0000,50.0000,60.0000,57.5000,67.3000,D,61.6800,72.9200,2.8700,False,95.7000,3788749,3.7890,1752427.8400,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1411.0000,1361.0000,Thailand,55664,Taksin Road,secondary,URBAN,Urban Speedway,12.6353,102.0756,90.0000,100.0000,40.0000,60.0000,37.5000,67.2600,D,61.5900,72.9300,2.8900,False,97.4000,2407435,2.4070,1691802.5300,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1446.0000,1395.0000,Thailand,41250, ,secondary,URBAN,Urban Speedway,14.0087,99.7718,90.0000,96.0000,40.0000,56.0000,25.0000,63.9700,D,57.3400,70.6000,3.3800,False,97.0000,2428652,2.4290,1632158.6000,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1473.0000,1419.0000,Thailand,42435, ,secondary,URBAN,Urban Speedway,15.5288,99.9906,90.0000,93.0000,40.0000,53.0000,20.4000,61.7300,D,55.9000,67.5600,2.9700,False,96.6000,2653213,2.6530,1588750.3000,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1476.0000,1422.0000,Thailand,52812, ,secondary,URBAN,Urban Speedway,13.7713,102.3275,90.0000,101.0000,40.0000,61.0000,40.0000,67.1900,D,60.8600,73.5200,3.2300,False,97.5000,2355258,2.3550,1579649.9000,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1482.0000,1427.0000,Thailand,41710, ,secondary,URBAN,Urban Speedway,14.1185,99.8710,90.0000,102.0000,40.0000,62.0000,40.0000,66.5000,D,60.4900,72.5100,3.0700,False,97.6000,2981302,2.9810,1573246.4400,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1519.0000,1462.0000,Thailand,34241,Samakkhi Chai Road,secondary,URBAN,Urban Speedway,16.7580,101.2139,80.0000,97.0000,40.0000,57.0000,48.3000,64.2400,D,58.5000,69.9800,2.9300,False,97.1000,2496243,2.4960,1511042.9800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1572.0000,1511.0000,Thailand,17504,Asian Highway,trunk,URBAN,Urban Speedway,14.4627,100.5378,90.0000,110.5000,60.0000,50.5000,70.6000,63.3900,D,57.1400,69.6400,3.1900,False,91.3000,3669778,3.6700,1428485.0100,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1596.0000,1534.0000,Thailand,30036, ,primary,URBAN,Urban Speedway,15.6451,103.5737,90.0000,110.0000,50.0000,60.0000,55.0000,66.8600,D,59.2400,74.4800,3.8900,False,95.7000,2988344,2.9880,1393167.3700,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1631.0000,1566.0000,Thailand,15225,Nong Wan Prieng - Wat Pa Lelai Road,primary,URBAN,Urban Speedway,14.1834,99.9805,90.0000,103.0000,50.0000,53.0000,45.0000,62.9000,D,57.6500,68.1500,2.6800,False,94.5000,2782274,2.7820,1338275.1300,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1636.0000,1571.0000,Thailand,55543,Thinanon Road,primary,URBAN,Urban Speedway,16.4737,103.5553,90.0000,106.0000,50.0000,56.0000,50.0000,64.7100,D,59.9200,69.5000,2.4500,False,95.0000,2779223,2.7790,1335522.8300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1654.0000,1589.0000,Thailand,23637, ,primary,URBAN,Urban Speedway,14.5130,100.4639,90.0000,103.5000,50.0000,53.5000,57.3000,64.8800,D,56.2100,73.5500,4.4200,False,94.5000,2661626,2.6620,1313086.3300,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1670.0000,1601.0000,Thailand,50735, ,secondary,URBAN,Urban Speedway,15.0462,101.2792,85.0000,93.2500,40.0000,53.2000,32.7000,61.5000,D,55.5000,67.5000,3.0600,True,96.6000,2405253,2.4050,1286231.5500,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1686.0000,1617.0000,Thailand,6449, ,trunk,URBAN,Urban Speedway,7.9906,100.3219,90.0000,113.3333,60.0000,53.3000,61.9000,63.4100,D,55.7500,71.0700,3.9100,False,92.1000,3249048,3.2490,1264713.1200,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1733.0000,1659.0000,Thailand,33821,Suranarai Road,primary,URBAN,Urban Speedway,15.4056,101.6294,90.0000,112.5000,50.0000,62.5000,55.8000,66.5800,D,60.0600,73.1000,3.3300,False,96.1000,2649560,2.6500,1204893.1300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1753.0000,1678.0000,Thailand,55545,Thinanon Road,primary,URBAN,Urban Speedway,16.5728,103.6642,90.0000,100.5000,50.0000,50.5000,42.0000,61.4200,D,56.6800,66.1600,2.4200,False,93.9000,2550455,2.5500,1179673.9100,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1778.0000,1701.0000,Thailand,29716, ,primary,URBAN,Urban Speedway,15.4838,103.2112,80.0000,105.0000,50.0000,55.0000,68.3000,63.7100,D,58.2200,69.2000,2.8000,False,94.9000,2456920,2.4570,1147021.4800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1782.0000,1705.0000,Thailand,29750, ,primary,URBAN,Urban Speedway,15.5148,103.2280,90.0000,109.0000,50.0000,59.0000,55.0000,66.1600,D,60.5200,71.8000,2.8800,False,95.6000,2395782,2.3960,1145211.2800,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1791.0000,1713.0000,Thailand,16866,Lampang Bypass Road,trunk,URBAN,Urban Speedway,18.2516,99.5214,90.0000,114.0000,60.0000,54.0000,60.0000,62.4500,D,56.5800,68.3200,2.9900,True,92.3000,3024711,3.0250,1122341.7400,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1805.0000,1725.0000,Thailand,19201, ,primary,URBAN,Urban Speedway,9.1127,99.1896,80.0000,101.0000,50.0000,51.0000,55.0000,60.3300,D,54.8400,65.8200,2.8000,True,94.0000,2273019,2.2730,1106091.9700,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1812.0000,1732.0000,Thailand,53126, ,secondary,URBAN,Urban Speedway,15.8095,102.6297,80.0000,103.0000,40.0000,63.0000,68.3000,67.6400,D,61.2400,74.0400,3.2600,False,97.7000,1711576,1.7120,1086714.9200,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1826.0000,1745.0000,Thailand,20761, ,primary,URBAN,Urban Speedway,14.2748,99.8425,90.0000,105.0000,50.0000,55.0000,50.0000,63.8500,D,58.5000,69.2000,2.7300,False,94.9000,2230728,2.2310,1073497.5900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1829.0000,1748.0000,Thailand,39338, ,secondary,URBAN,Urban Speedway,18.3008,99.3704,90.0000,100.0000,40.0000,60.0000,34.6000,66.5000,D,58.4400,74.5600,4.1100,False,97.4000,1564465,1.5640,1070085.5000,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1839.0000,1757.0000,Thailand,30540, ,primary,URBAN,Urban Speedway,15.7993,104.1077,90.0000,109.0000,50.0000,59.0000,52.5000,66.0800,D,59.7300,72.4300,3.2400,False,95.6000,2190212,2.1900,1049454.7200,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1846.0000,1764.0000,Thailand,34265,Sathitnimankan Road,primary,URBAN,Urban Speedway,15.2394,105.2198,90.0000,104.0000,50.0000,54.0000,45.0000,63.0300,D,57.6100,68.4500,2.7600,False,94.7000,2159831,2.1600,1042389.4800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1858.0000,1774.0000,Thailand,38990, ,secondary,URBAN,Urban Speedway,10.4359,99.2191,90.0000,92.0000,40.0000,52.0000,18.3000,60.4600,D,54.9900,65.9300,2.7900,True,96.4000,1501413,1.5010,1024855.2900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1861.0000,1777.0000,Thailand,16790,Srisawat Road,secondary,URBAN,Urban Speedway,14.0927,99.4241,80.0000,102.0000,40.0000,62.0000,61.7000,67.3600,D,59.9100,74.8100,3.8000,False,97.6000,1433658,1.4340,1023310.4900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1872.0000,1788.0000,Thailand,22557, ,primary,URBAN,Urban Speedway,14.9205,100.3735,80.0000,105.0000,50.0000,55.0000,75.0000,64.2400,D,58.7200,69.7600,2.8200,False,94.9000,2284213,2.2840,1012505.7600,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1933.0000,1845.0000,Thailand,53416, ,secondary,URBAN,Urban Speedway,14.6162,102.8057,70.0000,90.3333,40.0000,50.3000,63.9000,60.7400,D,54.5400,66.9400,3.1600,True,96.2000,1449109,1.4490,950235.4100,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1937.0000,1849.0000,Thailand,16477,Chaeng Sanit Road,trunk,URBAN,Urban Speedway,16.1155,103.4959,90.0000,113.0000,60.0000,53.0000,58.3000,61.7700,D,55.6400,67.9000,3.1300,True,92.0000,2550285,2.5500,945600.6700,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1953.0000,1863.0000,Thailand,33810,Suranarai Road,primary,URBAN,Urban Speedway,15.2114,101.1364,90.0000,111.0000,50.0000,61.0000,58.3000,66.4500,D,61.2400,71.6600,2.6600,False,95.9000,2051328,2.0510,926944.4200,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1970.0000,1878.0000,Thailand,47426, ,secondary,URBAN,Urban Speedway,14.2702,100.6174,90.0000,92.0000,40.0000,52.0000,18.3000,61.9200,D,55.2200,68.6200,3.4200,True,96.4000,1173395,1.1730,908903.9500,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1980.0000,1888.0000,Thailand,10801, ,trunk,URBAN,Urban Speedway,12.7650,101.1801,90.0000,109.0000,60.0000,49.0000,58.3000,61.4900,D,53.2100,69.7700,4.2200,True,90.8000,2228628,2.2290,897554.5700,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1981.0000,1889.0000,Thailand,34328,Sa Kaeo-Khao Hin Son Road,primary,URBAN,Urban Speedway,13.7813,101.5459,90.0000,111.0000,50.0000,61.0000,60.0000,67.5500,D,62.2300,72.8700,2.7200,False,95.9000,1755867,1.7560,894025.9700,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1983.0000,1891.0000,Thailand,20122, ,primary,URBAN,Urban Speedway,13.9759,99.6619,85.0000,104.0000,50.0000,54.0000,60.4000,65.0700,D,57.7700,72.3700,3.7200,False,94.7000,1663816,1.6640,890693.7900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
1987.0000,1895.0000,Thailand,34952,Wirachon Road,secondary,URBAN,Urban Speedway,14.8713,100.4190,90.0000,95.0000,40.0000,55.0000,25.0000,63.1100,D,57.3300,68.8900,2.9500,False,96.9000,1230815,1.2310,889960.2300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2009.0000,1916.0000,Thailand,34333,Sa Kaeo-Khao Hin Son Road,primary,URBAN,Urban Speedway,13.7811,101.5459,90.0000,101.0000,50.0000,51.0000,40.0000,61.6800,D,55.8600,67.5000,2.9700,True,94.0000,1693707,1.6940,862376.2700,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2028.0000,1933.0000,Thailand,36341,Ratchaphruek Road,primary,URBAN,Urban Speedway,14.0124,100.4884,90.0000,101.0000,50.0000,51.0000,45.0000,62.8400,D,56.5800,69.1000,3.1900,False,94.0000,1590766,1.5910,836364.8800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2046.0000,1951.0000,Thailand,21456, ,primary,URBAN,Urban Speedway,14.6162,100.0039,90.0000,107.0000,50.0000,57.0000,52.5000,64.9000,D,58.8400,70.9600,3.0900,False,95.2000,1691701,1.6920,817641.8600,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2070.0000,1973.0000,Thailand,43332, ,secondary,URBAN,Urban Speedway,15.5046,100.0269,90.0000,91.5000,40.0000,51.5000,17.5000,60.1000,D,55.1400,65.0600,2.5300,True,96.4000,1279867,1.2800,798419.8400,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2077.0000,1980.0000,Thailand,44563, ,secondary,URBAN,Urban Speedway,13.7971,100.1745,90.0000,89.0000,40.0000,49.0000,13.8000,60.0100,D,56.0700,63.9500,2.0100,True,95.9000,1009812,1.0100,793877.3600,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2100.0000,2003.0000,Thailand,40097, ,secondary,URBAN,Urban Speedway,14.3530,99.5108,90.0000,92.5000,40.0000,52.5000,19.2000,60.8700,D,55.9900,65.7500,2.4900,True,96.5000,1175972,1.1760,771129.1800,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2103.0000,2006.0000,Thailand,29673, ,primary,URBAN,Urban Speedway,15.5082,103.1805,90.0000,115.0000,50.0000,65.0000,63.3000,67.9500,D,59.1300,76.7700,4.5000,True,96.4000,1520656,1.5210,768008.0800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2104.0000,2007.0000,Thailand,39485, ,secondary,URBAN,Urban Speedway,18.3270,99.3983,90.0000,100.0000,40.0000,60.0000,37.5000,67.1900,D,60.6500,73.7300,3.3400,False,97.4000,999181,0.9990,765655.9400,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2115.0000,2018.0000,Thailand,38268, ,secondary,RURAL,Urban Speedway,9.9781,99.0468,90.0000,112.0000,60.0000,52.0000,57.5000,60.1500,D,55.3900,64.9100,2.4300,True,91.8000,915408,0.9150,751566.5000,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2119.0000,2022.0000,Thailand,21484, ,primary,URBAN,Urban Speedway,14.6162,100.0040,90.0000,106.0000,50.0000,56.0000,50.0000,64.1500,D,57.7200,70.5800,3.2800,False,95.0000,1550177,1.5500,749602.0300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2154.0000,2057.0000,Thailand,36350,Ratchaphruek Road,primary,URBAN,Urban Speedway,14.0127,100.4885,90.0000,104.0000,50.0000,54.0000,55.0000,65.1000,D,59.2000,71.0000,3.0100,False,94.7000,1358995,1.3590,715637.1800,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2164.0000,2066.0000,Thailand,33828,Suranarai Road,primary,URBAN,Urban Speedway,15.4144,101.8323,90.0000,98.7500,50.0000,48.8000,41.1000,60.1600,D,54.9800,65.3400,2.6400,True,93.4000,1440551,1.4410,709631.0300,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2165.0000,2067.0000,Thailand,53342, ,secondary,URBAN,Urban Speedway,14.3472,102.7627,90.0000,99.5000,40.0000,59.5000,42.5000,66.7400,D,59.3700,74.1100,3.7600,False,97.4000,1033510,1.0340,709341.1100,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2166.0000,2068.0000,Thailand,29668, ,primary,URBAN,Urban Speedway,15.0420,103.1528,80.0000,105.0000,50.0000,55.0000,75.0000,64.4400,D,59.4400,69.4400,2.5500,False,94.9000,1420584,1.4210,709228.1600,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2167.0000,2069.0000,Thailand,30695, ,primary,URBAN,Urban Speedway,15.7965,104.1963,50.0000,107.0000,50.0000,57.0000,100.0000,60.9800,D,55.2300,66.7300,2.9300,False,95.2000,1471467,1.4710,708799.1300,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2174.0000,2076.0000,Thailand,44430, ,secondary,URBAN,Urban Speedway,15.6559,100.1752,90.0000,95.0000,40.0000,55.0000,25.0000,62.7700,D,56.7200,68.8200,3.0900,False,96.9000,994302,0.9940,700212.6800,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2179.0000,2081.0000,Thailand,6471, ,trunk,URBAN,Urban Speedway,7.9866,100.3250,65.0000,114.0000,60.0000,54.0000,82.5000,60.3600,D,54.2200,66.5000,3.1300,True,92.3000,1736777,1.7370,696661.4500,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2200.0000,2101.0000,Thailand,26840, ,primary,URBAN,Urban Speedway,12.7930,101.1828,80.0000,98.0000,50.0000,48.0000,55.0000,60.3100,D,53.9800,66.6400,3.2300,True,93.2000,1262094,1.2620,676001.0700,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2203.0000,2104.0000,Thailand,6383, ,trunk,URBAN,Urban Speedway,15.0578,100.3461,90.0000,119.0000,60.0000,59.0000,76.2000,66.7100,D,58.9600,74.4600,3.9500,True,93.5000,1751188,1.7510,675091.7500,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2204.0000,2105.0000,Thailand,25094, ,primary,URBAN,Urban Speedway,16.1591,100.6038,83.0000,100.0000,50.0000,50.0000,55.2000,60.4100,D,56.0600,64.7600,2.2200,True,93.8000,1342591,1.3430,674329.9800,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2207.0000,2107.0000,Thailand,52810, ,secondary,URBAN,Urban Speedway,13.8112,102.3499,90.0000,95.5000,40.0000,55.5000,26.7000,63.3100,D,57.5200,69.1000,2.9500,False,96.9000,935466,0.9350,670584.9500,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2210.0000,2110.0000,Thailand,15627,Rangsit-Nakhon Nayok Road,primary,URBAN,Urban Speedway,14.2038,101.1885,85.0000,92.0000,50.0000,42.0000,64.8000,60.1000,D,55.6900,64.5100,2.2500,True,91.3000,1262972,1.2630,669301.5400,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2211.0000,2111.0000,Thailand,6384, ,trunk,URBAN,Urban Speedway,15.0576,100.3461,90.0000,117.0000,60.0000,57.0000,71.7000,65.4200,D,56.2300,74.6100,4.6900,True,93.1000,1730799,1.7310,667489.0100,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2222.0000,2120.0000,Thailand,29666, ,primary,URBAN,Urban Speedway,15.0421,103.1527,80.0000,102.0000,50.0000,52.0000,67.5000,62.3400,D,57.4000,67.2800,2.5200,False,94.2000,1318146,1.3180,658085.8700,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2228.0000,2125.0000,Thailand,16795,Srisawat Road,secondary,URBAN,Urban Speedway,14.0772,99.4606,90.0000,98.0000,40.0000,58.0000,30.0000,64.7500,D,59.4800,70.0200,2.6900,False,97.2000,877864,0.8780,655122.3900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2266.0000,2162.0000,Thailand,54875, ,secondary,URBAN,Urban Speedway,15.8344,104.1559,90.0000,102.0000,40.0000,62.0000,40.0000,66.5900,D,59.5400,73.6400,3.6000,False,97.6000,911884,0.9120,631061.5900,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2280.0000,2176.0000,Thailand,28160, ,primary,URBAN,Urban Speedway,12.8967,102.2695,90.0000,97.5000,50.0000,47.5000,46.2000,60.7300,D,54.4600,67.0000,3.2000,True,93.1000,1180807,1.1810,617900.0500,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2287.0000,2183.0000,Thailand,43908, ,secondary,URBAN,Urban Speedway,17.6718,100.1241,90.0000,93.0000,40.0000,53.0000,20.0000,61.8000,D,56.3800,67.2200,2.7600,False,96.6000,806008,0.8060,616214.0700,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2316.0000,2210.0000,Thailand,34219,Srinagarindra-Rom Klao Road,secondary,URBAN,Urban Speedway,13.7507,100.6782,30.0000,94.0000,40.0000,54.0000,100.0000,60.6400,D,55.2600,66.0200,2.7500,True,96.7000,741501,0.7420,592253.1900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2339.0000,2231.0000,Thailand,40792, ,secondary,URBAN,Urban Speedway,14.8136,99.6800,90.0000,98.5000,40.0000,58.5000,31.2000,64.3100,D,59.3100,69.3100,2.5500,False,97.3000,881145,0.8810,580082.2900,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2355.0000,2245.0000,Thailand,35751,Mittraphap Road,trunk,URBAN,Urban Speedway,14.7616,101.5181,80.0000,116.0000,60.0000,56.0000,77.5000,63.6900,D,58.0500,69.3300,2.8800,False,92.8000,1423194,1.4230,573175.1900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2368.0000,2255.0000,Thailand,19627, ,primary,URBAN,Urban Speedway,14.0571,99.5100,90.0000,104.0000,50.0000,54.0000,50.0000,63.7500,D,57.1800,70.3200,3.3500,False,94.7000,1079155,1.0790,565002.6200,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2391.0000,2277.0000,Thailand,47417, ,secondary,URBAN,Urban Speedway,14.2787,100.6134,90.0000,106.0000,40.0000,66.0000,52.5000,69.4800,D,58.3900,80.5700,5.6600,True,98.0000,689627,0.6900,549941.7900,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2412.0000,2296.0000,Thailand,6300, ,trunk,URBAN,Urban Speedway,8.0116,100.2996,90.0000,116.0000,60.0000,56.0000,65.0000,63.5000,D,55.6200,71.3800,4.0200,False,92.8000,1439500,1.4400,537528.0100,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2415.0000,2299.0000,Thailand,51333, ,secondary,URBAN,Urban Speedway,14.6608,101.4611,90.0000,93.0000,40.0000,53.0000,21.7000,61.8800,D,56.2800,67.4800,2.8600,True,96.6000,714157,0.7140,536960.1500,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2453.0000,2333.0000,Thailand,6299, ,trunk,URBAN,Urban Speedway,8.0113,100.2995,90.0000,119.0000,60.0000,59.0000,71.7000,65.4000,D,58.4100,72.3900,3.5600,False,93.5000,1381872,1.3820,516201.7200,0.5,0.5,0.5,0.5,0.5,0.5,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
2461.0000,2341.0000,Thailand,39683, ,secondary,URBAN,Urban Speedway,18.2199,99.4486,90.0000,93.0000,40.0000,53.0000,21.7000,61.2600,D,55.6100,66.9100,2.8800,False,96.6000,751801,0.7520,511777.4000,,,,,,,,,,National speed limit policy reform + average speed enforcement,Urban traffic management centres with variable speed signs
